restaurant name,restaurant type,cuisines type,rate (out of 5),avg cost (two people),area,city
S.K. Roll House,Restaurant,"Fast Food, Rolls",3.1,200.0,Bibvewadi,Pune
Pizza Place,Restaurant,"Fast Food, Pizza",3.2,300.0,Hinjawadi,Pune
Food Frolic,Restaurant,Fast Food,3.5,350.0,Balewadi,Pune
The Fuel,Restaurant,"Fast Food, Lebanese",3.1,300.0,Sinhgad Road,Pune
Mumbai Haat,Restaurant,"South Indian, Chinese, North Indian",3.4,600.0,Balewadi,Pune
Mahi's Biryani,Restaurant,"Biryani, Indian",2.9,300.0,Sinhgad Road,Pune
UK Caterer's Biryani,Restaurant,Biryani,3.0,350.0,Wadgaon Sheri,Pune
Shaan e' Burger,Restaurant,"Burger, Fast Food, Beverages",3.0,450.0,Kharadi,Pune
Shree Ganesh Veg & Non Veg,Restaurant,North Indian,3.1,200.0,Wagholi,Pune
Shri Sai Ram Hotel,Restaurant,"North Indian, Chinese, Maharashtrian",3.0,400.0,Akurdi,Pune
Ice Creammer,Restaurant,"Ice Cream, Desserts",3.0,250.0,Pimple Nilakh,Pune
Vishal Chinese Food Family Restaurant,Restaurant,Chinese,3.1,350.0,Chinchwad,Pune
Wakad Corner Family Restaurant,Restaurant,"North Indian, Chinese",3.5,450.0,Pimple Saudagar,Pune
The China Gate,Restaurant,Chinese,3.2,300.0,Wakad,Pune
Ancient Andhra,Restaurant,"Biryani, Andhra, North Indian, Mithai",3.0,750.0,Pimple Nilakh,Pune
Vedant snacks corner,Restaurant,"Maharashtrian, South Indian",3.1,100.0,Wadgaon Sheri,Pune
The Mad Hatter,Restaurant,"Fast Food, Rolls",3.2,250.0,Wanowrie,Pune
Gauri's Resto & Kitchen,Restaurant,"North Indian, Chinese, South Indian",2.8,600.0,Wanowrie,Pune
Sadapurna Puranpoli,Restaurant,Maharashtrian,3.2,150.0,Pimple Gurav,Pune
Cafe Aaddiction,Restaurant,"Beverages, Sandwich, Burger, Ice Cream",3.2,300.0,Kalyani Nagar,Pune
Creamy'Nuts,Restaurant,"Cafe, Fast Food",3.0,350.0,Kondhwa,Pune
Hotel Motel,Restaurant,"Chinese, Biryani",3.1,250.0,Kondhwa,Pune
Kitchen Family Restaurant,Restaurant,"North Indian, Chinese, Kebab",3.1,750.0,Akurdi,Pune
Family Night Pizza,Restaurant,Pizza,3.0,300.0,Lohegaon,Pune
Pokket Cafe,Restaurant,"Beverages, Cafe, Fast Food",3.6,150.0,Pimple Gurav,Pune
Sunrise Cafe,Restaurant,"Fast Food, Chinese, North Indian",3.2,500.0,Kondhwa,Pune
Cafe Katta,Restaurant,"Fast Food, Beverages",3.0,300.0,Lohegaon,Pune
Balaji Foods,Restaurant,North Indian,3.1,200.0,Wanowrie,Pune
Biriyani Buddies,Restaurant,"Awadhi, Biryani, Kebab, Lucknowi, North Indian",3.4,400.0,Sinhgad Road,Pune
Chinese  Corner,Restaurant,Chinese,3.3,400.0,Pimple Nilakh,Pune
Desi Kitchen,Restaurant,Maharashtrian,3.3,500.0,Pimple Gurav,Pune
Manmohan Panipuri,Restaurant,Street Food,3.2,200.0,Shukrawar Peth,Pune
The Bistro,Restaurant,Street Food,3.1,200.0,B.T. Kawade Road,Pune
The Egg Corner,Restaurant,Fast Food,3.2,200.0,Camp Area,Pune
Achu's Kitchen,Restaurant,"North Indian, Kerala",3.3,400.0,Bhosari,Pune
The Foodies Katta,Restaurant,"Cafe, Fast Food, Street Food",3.3,250.0,Kothrud,Pune
Desi Chowpati,Restaurant,"Street Food, Chinese",3.0,350.0,Baner,Pune
Hotel Aaswad,Restaurant,"Biryani, North Indian, Chinese",3.0,400.0,Wadgaon Sheri,Pune
Hotel Rajlakshmi Family Restaurants,Restaurant,"North Indian, Chinese",2.9,600.0,Narhe,Pune
Shivraje Chinese,Restaurant,Chinese,3.1,300.0,Kharadi,Pune
New Rasilee,Restaurant,"Chinese, North Indian",3.3,350.0,Camp Area,Pune
The Chat House,Restaurant,"Street Food, Chinese",3.0,150.0,Hadapsar,Pune
Akii's Cafe,Restaurant,"Cafe, Fast Food",3.1,300.0,Dhankawadi,Pune
Neo's Cafe,Restaurant,Chinese,3.3,400.0,Erandwane,Pune
Stonarc Garden Restaurant,Restaurant,"North Indian, Chinese",3.2,600.0,Chakan,Pune
On The Grill,Restaurant,"Pizza, Sandwich, Burger, Desserts",3.0,500.0,Balewadi,Pune
Radha Raman,Restaurant,"North Indian, Chinese",3.2,300.0,Senapati Bapat Road,Pune
Amrut Sweets,Restaurant,"Mithai, Street Food",3.1,250.0,Khadki,Pune
Sugran-Ess,Restaurant,"North Indian, Maharashtrian",3.2,400.0,Bavdhan,Pune
Sonai Restaurant,Restaurant,"North Indian, Chinese",3.1,700.0,Wagholi,Pune
Hotel Rakesh & Snack Centre,Restaurant,Fast Food,2.9,250.0,Wadgaon Sheri,Pune
Burger House,Restaurant,Fast Food,2.8,300.0,Wagholi,Pune
Nik's,Restaurant,North Indian,3.3,250.0,Hinjawadi,Pune
Hotel Nivant,Restaurant,"North Indian, Chinese",3.3,350.0,Pimpri,Pune
Sivaaj Snacks,Restaurant,Street Food,3.0,200.0,Vishrantwadi,Pune
Cafe Crimica,Restaurant,"Beverages, Fast Food",3.4,150.0,Pimple Gurav,Pune
Chatakdar,Restaurant,Street Food,3.2,200.0,Bibvewadi,Pune
Hotel Sarjaa,Restaurant,"Maharashtrian, North Indian",3.4,350.0,Chinchwad,Pune
Hotel Yadav,Restaurant,North Indian,3.1,350.0,Magarpatta,Pune
Red Spice family resto,Restaurant,Chinese,3.0,550.0,Sinhgad Road,Pune
Bakhtar Caterers - Biryani House,Restaurant,Biryani,3.1,250.0,Camp Area,Pune
Puneri Jhatka,Restaurant,"Street Food, Ice Cream",3.1,200.0,Kondhwa,Pune
The Big O Pizza,Restaurant,"North Indian, Italian, Fast Food, Street Food",3.2,500.0,Shivaji Nagar,Pune
Creamy Berg,Restaurant,"Ice Cream, Desserts",3.2,300.0,Viman Nagar,Pune
Shree Resto,Restaurant,"South Indian, North Indian, Chinese",3.5,300.0,Yerawada,Pune
Kalpak Bhel,Restaurant,"Street Food, Ice Cream",2.9,150.0,Wanowrie,Pune
Shah Chinese Corner,Restaurant,Chinese,3.2,400.0,Viman Nagar,Pune
Cafe Tea & Talks,Restaurant,"Tea, Street Food",3.0,200.0,Kondhwa,Pune
Hotel Park,Restaurant,"North Indian, Chinese",3.0,400.0,Dhankawadi,Pune
Clove's Biryani,Restaurant,Biryani,2.9,350.0,Kalyani Nagar,Pune
Hotel Ashirwad,Restaurant,"Chinese, North Indian",2.9,500.0,Pimple Gurav,Pune
Midnight Biryani Express,Restaurant,Biryani,3.1,400.0,Kharadi,Pune
A Sweet Affair,Restaurant,"Bakery, Desserts",3.3,250.0,Hinjawadi,Pune
Ravi's Kitchen,Restaurant,"Fast Food, South Indian, Chinese",2.9,150.0,Bibvewadi,Pune
Shree Ganesh Snacks And Fast Food,Restaurant,"Street Food, North Indian",3.4,150.0,Vishrantwadi,Pune
Hotel Samadhan,Restaurant,North Indian,3.1,250.0,Satara Road,Pune
Paprika Restaurant - Phoenix Hotel,Restaurant,"North Indian, Chinese, Continental",3.2,1000.0,Mundhwa,Pune
Savory,Restaurant,Beverages,3.3,400.0,Sadashiv Peth,Pune
Hotel Maharashtra,Restaurant,"Chinese, Maharashtrian, North Indian, South Indian",3.0,400.0,Shivapur,Pune
The Coffee Corner,Restaurant,"Coffee, Beverages, Fast Food",3.1,150.0,Bibvewadi,Pune
Little Chef Cafe,Restaurant,North Indian,3.0,350.0,Kharadi,Pune
Hotel Shivmalahari,Restaurant,"North Indian, Malwani, Chinese",3.1,400.0,Wakad,Pune
Sahayadri Restaurant,Restaurant,"North Indian, Goan",3.2,500.0,Bhosari,Pune
Burgizza,Restaurant,Fast Food,2.9,350.0,Shivaji Nagar,Pune
Cafe R,Restaurant,Cafe,3.0,200.0,Shaniwar Peth,Pune
The Cafe Corner,Restaurant,"North Indian, South Indian, Chinese",3.0,300.0,Shivaji Nagar,Pune
Coffee Break,Restaurant,"Desserts, Beverages",3.3,200.0,Kondhwa,Pune
Doughman,Restaurant,Bakery,3.4,300.0,Kondhwa,Pune
Café Rio,Restaurant,"Bakery, Desserts",3.4,300.0,Aundh,Pune
Pooja Garden,Restaurant,Maharashtrian,2.9,500.0,Bavdhan,Pune
New Heaven,Restaurant,"North Indian, Chinese",3.1,500.0,Lohegaon,Pune
Shree Veg,Restaurant,"North Indian, South Indian",2.8,550.0,Hadapsar,Pune
Sawaji Pav Bhaji And Snacks,Restaurant,"Street Food, South Indian",3.1,200.0,Mundhwa,Pune
Shiv Bakers,Restaurant,"Bakery, Fast Food",3.2,100.0,Pimple Saudagar,Pune
F2K,Restaurant,Mughlai,3.4,300.0,Wanowrie Kondhwa Area,Pune
The K'tchn,Restaurant,"North Indian, Biryani, Chinese, Rolls",3.1,500.0,Wanowrie,Pune
Sweet Sins by Shalini,Restaurant,"Bakery, Desserts",3.3,350.0,Camp Area,Pune
Chef's Pan,Restaurant,"Italian, Fast Food",3.6,250.0,Pimpri Chinchwad Area,Pune
LazyGreens,Restaurant,"Cafe, Salad",3.2,400.0,Aundh,Pune
Coronation Restaurant,Restaurant,"North Indian, Street Food",3.2,250.0,Camp Area,Pune
Mast Malwani,Restaurant,"Maharashtrian, Seafood, North Indian",3.0,600.0,Lonavala,Pune
Eat Pray Love,Restaurant,"North Indian, Chinese",2.9,500.0,Bhosari,Pune
Alpha Q,Restaurant,"North Indian, Chinese",3.3,900.0,Viman Nagar,Pune
Silver Lining,Restaurant,Finger Food,3.0,1300.0,Lonavala,Pune
The Magical Spice,Restaurant,Chinese,3.2,500.0,Pimpri,Pune
Galaxy Multi Cuisine Restaurant,Restaurant,"North Indian, South Indian",3.2,800.0,Chakan,Pune
Sau - Bhagya Choupati,Restaurant,"North Indian, Chinese",3.3,400.0,Fatima Nagar,Pune
Hotel Ronita Paratha,Restaurant,North Indian,3.5,450.0,Pashan,Pune
Panchali Sweets,Restaurant,Mithai,3.1,200.0,Dhole Patil Road,Pune
Vaijnath Amrutulya Hotel,Restaurant,"Maharashtrian, Chinese",3.0,400.0,Pimpri,Pune
Hotel Shivrahi,Restaurant,North Indian,3.2,600.0,Chakan,Pune
Headshot,Restaurant,"Chinese, North Indian, Italian",2.8,450.0,NIBM Road,Pune
Chini Mini,Restaurant,Chinese,2.9,350.0,Shivaji Nagar,Pune
Chopati,Restaurant,"North Indian, Chinese, Fast Food",2.9,450.0,Lonavala,Pune
Jhulelal Ice Creams & Sweets,Restaurant,"Ice Cream, Mithai",3.7,200.0,Pimpri,Pune
Hotel Anisha Garden,Restaurant,"North Indian, Chinese, Hyderabadi",3.4,1000.0,Pune-Solapur Road,Pune
Hotel Sankalp,Restaurant,"North Indian, Maharashtrian, Chinese",2.9,600.0,Chakan,Pune
Baked and Boxed,Restaurant,Bakery,3.0,300.0,"Magarpatta, Pune Sholapur Rd",Pune
Easta Cafe,Restaurant,"North Indian, Fast Food",3.1,1100.0,Wagholi,Pune
Athiti Pure Veg,Restaurant,"North Indian, Chinese, South Indian",3.0,400.0,Bhosari,Pune
Hotel Golden,Restaurant,"North Indian, Chinese",2.9,350.0,Swargate,Pune
Tiranga Biryani House,Restaurant,"Biryani, North Indian",2.9,300.0,Pimple Gurav,Pune
Manisha Dosa Center,Restaurant,South Indian,2.9,150.0,Karve Nagar,Pune
New Sidhivinayak Vadapav Center,Restaurant,Street Food,3.3,150.0,Bhosari,Pune
Chintamani,Restaurant,"North Indian, Mughlai, Chinese",3.0,650.0,Rasta Peth,Pune
Vishwavilas,Restaurant,"North Indian, Chinese, Seafood, Mughlai",3.0,1000.0,Bhosari,Pune
Cafe Djinn,Restaurant,"Cafe, Fast Food",3.3,300.0,Kothrud,Pune
Rohman Cakes & Bakes,Restaurant,"Bakery, Desserts, Fast Food",3.4,250.0,Katraj,Pune
Chandni Garden,Restaurant,"North Indian, Chinese",2.8,600.0,Sinhgad Road,Pune
Shree Jagadamb,Restaurant,Maharashtrian,3.4,500.0,Bibvewadi,Pune
Capresso Coffee,Restaurant,Beverages,2.9,300.0,Shivaji Nagar,Pune
Ganesh Corner,Restaurant,"North Indian, Chinese, Maharashtrian",3.2,500.0,Lonavala,Pune
Cafe Xtra Dose,Restaurant,"Fast Food, Beverages",3.7,250.0,Karve Nagar,Pune
Amrutvel,Restaurant,"North Indian, South Indian, Chinese",3.0,500.0,Dehu Road,Pune
Keys Cafe - Keys Select Hotel,Restaurant,"North Indian, Chinese, Maharashtrian, Italian",3.7,1400.0,Pimpri,Pune
Thebakersfactory,Restaurant,"Bakery, Desserts",3.3,700.0,Hinjawadi,Pune
Hotel Chandramay,Restaurant,"North Indian, Chinese, Street Food",3.0,450.0,Shivapur,Pune
Felix Bar - Holiday Inn Pune Hinjawadi,Restaurant,Finger Food,3.5,2200.0,Hinjawadi,Pune
Dress Circle Bar,Restaurant,"North Indian, Chinese, Continental",3.0,1300.0,Deccan Gymkhana,Pune
Connexions Lounge & Bar - Holiday Inn Pune Hinjawadi,Restaurant,"Finger Food, Fast Food",3.5,2900.0,Hinjawadi,Pune
Savariya Mastani,Restaurant,"Ice Cream, Desserts, Fast Food",3.4,100.0,Akurdi,Pune
Balaji Hotel,Restaurant,"South Indian, Chinese, North Indian",2.9,400.0,Balewadi,Pune
Vandan,Restaurant,"Street Food, Fast Food, South Indian",3.1,200.0,Khadki,Pune
Guptaji's Tasty Bites,Restaurant,"Rolls, Chinese, Fast Food, South Indian",3.0,350.0,Kothrud,Pune
Real China Garden,Restaurant,Chinese,3.0,300.0,Kothrud,Pune
Nandi Restaurant & Bar,Restaurant,"North Indian, Chinese, Fast Food",2.9,700.0,Lonavala,Pune
Guruprasad Snacks,Restaurant,South Indian,3.5,100.0,Rasta Peth,Pune
Neelam Restaurant Pure Veg,Restaurant,"North Indian, Chinese",2.9,600.0,Bhosari,Pune
Tea House,Restaurant,"Tea, Cafe",3.3,900.0,Old Mumbai-Pune Highway,Pune
Past Times,Restaurant,Finger Food,3.5,2000.0,Lavasa,Pune
Datta Uphar Gruha,Restaurant,South Indian,3.1,100.0,Sadashiv Peth,Pune
Anarse Samosewale,Restaurant,Street Food,3.5,100.0,Sadashiv Peth,Pune
Shiv-Sunder Garden,Restaurant,"North Indian, Malwani, Seafood",3.1,500.0,Shivapur,Pune
Bakers Palace,Restaurant,"Bakery, Desserts",3.3,350.0,Fatima Nagar,Pune
Cafe Lucky,Restaurant,"Cafe, Fast Food",3.3,250.0,Shivaji Nagar,Pune
Manali Cool Club,Restaurant,"Desserts, Beverages",3.1,200.0,Satara Road,Pune
Italino Hut,Restaurant,"Pizza, Italian",2.8,500.0,Viman Nagar,Pune
Hotel Shivshahi,Restaurant,"Chinese, North Indian",3.1,400.0,Pimple Saudagar,Pune
Famous Biryani,Restaurant,"Biryani, Fast Food",2.6,400.0,Salunkhe Vihar Road,Pune
Dawat-E-Tandoor,Restaurant,"North Indian, Mughlai",3.2,550.0,Pimple Nilakh,Pune
Black & Orange Food Cafe,Restaurant,"Continental, Fast Food",0.0,300.0,Aundh,Pune
Cakes Coffee Cookies,Restaurant,"Bakery, Beverages",0.0,600.0,Hadapsar,Pune
Shree Om Ganraj Vadapav Center,Restaurant,"Street Food, Maharashtrian",0.0,250.0,Kothrud,Pune
Food Mysteries,Restaurant,Chinese,0.0,250.0,Mundhwa,Pune
Punjabi Tadaka,Restaurant,"Biryani, Chinese, Fast Food, North Indian",0.0,250.0,Wadgaon Sheri,Pune
Camp Chai Corner,Restaurant,"Tea, Street Food",0.0,100.0,Camp Area,Pune
The Coffee Club,Restaurant,"Cafe, Fast Food",0.0,350.0,Dehu Road,Pune
Dajiba Hotel,Restaurant,"Maharashtrian, North Indian",0.0,400.0,Chinchwad,Pune
Shabari Pure Veg Restaurant,Restaurant,"North Indian, South Indian",0.0,500.0,Bopkhel,Pune
Gaurishankar,Restaurant,"Sandwich, Street Food",0.0,150.0,Shivaji Nagar,Pune
Spice Biryani House,Restaurant,"Biryani, Maharashtrian",0.0,350.0,Pimple Gurav,Pune
Kekiz Cake Shop,Restaurant,Bakery,0.0,400.0,Wagholi,Pune
Cool Beans Coffee House,Restaurant,"Fast Food, Coffee",0.0,200.0,Karve Nagar,Pune
Caffe Belgian Waffle,Restaurant,"Desserts, Fast Food",0.0,300.0,Kothrud,Pune
Singhagad Special Kitchen,Restaurant,"Street Food, Maharashtrian",0.0,400.0,Warje,Pune
Eggsplore,Restaurant,Street Food,0.0,250.0,Sinhgad Road,Pune
Hotel Gupta Bar and Permit Room,Restaurant,"North Indian, Chinese",0.0,500.0,Chinchwad,Pune
Shin Chan Chinese,Restaurant,Chinese,0.0,300.0,Sinhgad Road,Pune
Reyan's Cafe,Restaurant,"Beverages, Fast Food",0.0,300.0,Kothrud,Pune
Chinese Spot,Restaurant,Chinese,0.0,200.0,Chinchwad,Pune
Snacks And More,Restaurant,"Street Food, Chinese",0.0,150.0,Shivaji Nagar,Pune
Akshar Vegeterian,Restaurant,"North Indian, Chinese, South Indian, Sandwich",0.0,500.0,Bibvewadi,Pune
Ambikas Jumbo Samosa,Restaurant,"Pizza, Fast Food, Beverages",0.0,300.0,Kondhwa,Pune
Waghade's Nagpuri Saoji,Restaurant,Maharashtrian,0.0,400.0,Ravet,Pune
Sk's Corner,Restaurant,Fast Food,0.0,200.0,Dhankawadi,Pune
Swad Jumbo Vadapav,Restaurant,"Street Food, Fast Food",0.0,150.0,Dhankawadi,Pune
Love Town Cafe,Restaurant,Fast Food,0.0,300.0,Ravet,Pune
Home Made,Restaurant,Biryani,0.0,200.0,Kondhwa,Pune
Swayampak,Restaurant,"South Indian, Chinese, North Indian, Maharashtrian",0.0,500.0,Ravet,Pune
Swagat Hotel,Restaurant,"North Indian, Chinese",0.0,350.0,Hinjawadi,Pune
Hotel Sadguru Veg Non Veg,Restaurant,"North Indian, Chinese, Maharashtrian",0.0,550.0,Kondhwa,Pune
Ganpat Sweets,Restaurant,"Mithai, Street Food",0.0,300.0,Senapati Bapat Road,Pune
Wasabi 15,Restaurant,Asian,0.0,900.0,Koregaon Park,Pune
Cafe And Waffals,Restaurant,"Desserts, Beverages",0.0,200.0,Aundh,Pune
New Girija Restaurant & Bar,Restaurant,South Indian,0.0,1200.0,Budhwar Peth,Pune
Khamanga Snacks,Restaurant,Street Food,0.0,150.0,Sinhgad Road,Pune
Brandy Boys,Restaurant,Modern Indian,0.0,1000.0,Mundhwa,Pune
Samrajya Misal,Restaurant,Street Food,0.0,200.0,Sinhgad Road,Pune
Soham Veg Restaurant,Restaurant,"Fast Food, Chinese, North Indian",0.0,400.0,Lonavala,Pune
Food Truck Zone,Restaurant,South Indian,0.0,100.0,Viman Nagar,Pune
Layers Sandwich,Restaurant,Sandwich,0.0,200.0,SB Road - Aundh,Pune
Breakfast Story,Restaurant,Fast Food,0.0,200.0,Hadapsar,Pune
Malhar Misal And Snacks,Restaurant,"Maharashtrian, North Indian",0.0,200.0,Kharadi,Pune
Athavan Hyderabadi Food Corner,Restaurant,"Biryani, North Indian",0.0,300.0,Karve Nagar,Pune
Tea Shots,Restaurant,"Fast Food, Cafe, Beverages",0.0,500.0,NIBM Road,Pune
Hotel Parbhani Tadaka,Restaurant,North Indian,0.0,300.0,Wagholi,Pune
Malhar Khanawal,Restaurant,Maharashtrian,0.0,600.0,Model Colony,Pune
Mehr's Cafe,Restaurant,"Chinese, Fast Food",0.0,300.0,NIBM Road,Pune
Smiley snacks,Restaurant,Sandwich,0.0,300.0,Budhwar Peth,Pune
Surya Rooftop,Restaurant,North Indian,0.0,750.0,Shivaji Nagar,Pune
Mad's Meal,Restaurant,Fast Food,0.0,300.0,Sinhgad Road,Pune
Chai Bantai,Restaurant,Fast Food,0.0,300.0,Wadgaon Sheri,Pune
Special South Dosa Center,Restaurant,South Indian,0.0,200.0,Hadapsar,Pune
Eatery Hub,Restaurant,"Pizza, Fast Food, Beverages",0.0,450.0,Pimple Saudagar,Pune
Sinhgad Special,Restaurant,"Maharashtrian, Fast Food, Chinese",0.0,300.0,Karve Nagar,Pune
Moonlight Cafe,Restaurant,"Fast Food, Beverages",0.0,300.0,Nigdi,Pune
The Common Space,Restaurant,Fast Food,0.0,250.0,Sinhgad Road,Pune
Asswad,Restaurant,"North Indian, Chinese, Continental, Fast Food",0.0,1000.0,Lonavala,Pune
Hotel Poona Veg,Restaurant,"Maharashtrian, North Indian, Street Food, Chinese",0.0,400.0,Hadapsar,Pune
400° The Wood Fired Cafe,Restaurant,"North Indian, Continental, Fast Food",0.0,500.0,Aundh,Pune
The Munch Bistro,Restaurant,"Ice Cream, Desserts",3.6,250.0,Salunkhe Vihar Road,Pune
The Last Attempt,Restaurant,"Street Food, Fast Food",3.1,300.0,Shukrawar Peth,Pune
Piconzza,Restaurant,Italian,0.0,400.0,Sadashiv Peth,Pune
Cafe Krew Brew,Restaurant,Fast Food,3.0,200.0,Sadashiv Peth,Pune
Cake Town,Restaurant,Bakery,0.0,300.0,Tilak Road,Pune
RN Cafe,Restaurant,Chinese,3.3,300.0,Kondhwa,Pune
Sai Sagar Food Court And Restaurant,Restaurant,"North Indian, Chinese, Maharashtrian, Fast Food",0.0,500.0,Lonavala,Pune
The Chinese Wok Factory,Restaurant,Chinese,0.0,400.0,Chinchwad,Pune
S G Bakers,Restaurant,"Bakery, Fast Food",0.0,250.0,Kondhwa,Pune
Vrudheshwar Pure Veg,Restaurant,"North Indian, Chinese, Maharashtrian",3.7,600.0,Shivaji Nagar,Pune
Fish Point,Restaurant,"North Indian, Maharashtrian",0.0,200.0,Kothrud,Pune
Badshahi Biryani,Restaurant,"Biryani, North Indian",0.0,350.0,Wakad,Pune
Surmai,Restaurant,Malwani,3.3,500.0,Deccan Gymkhana,Pune
Hotel Siddhivinayak Family Restaurant,Restaurant,"Rolls, North Indian, Chinese",3.0,550.0,Chinchwad,Pune
Royal  Chinese &  Family Restaurants,Restaurant,Chinese,3.0,300.0,Bhosari,Pune
Hotel MH 14,Restaurant,Maharashtrian,3.1,150.0,Wakad,Pune
Shree's Kitchen Restaurant,Restaurant,"South Indian, Maharashtrian, Chinese",0.0,300.0,Kharadi,Pune
Number 19,Restaurant,"Asian, Continental, Beverages",0.0,600.0,Koregaon Park,Pune
Darjeeling Hot Momos,Restaurant,Momos,0.0,150.0,Parvati,Pune
Sadguru Snacks And Amrutulya,Restaurant,"Maharashtrian, North Indian",0.0,300.0,Kondhwa,Pune
Mhasobachi Jatra Khanawal,Restaurant,Maharashtrian,0.0,400.0,Wagholi,Pune
Ambrozia Patisserie,Restaurant,Desserts,3.8,300.0,Viman Nagar,Pune
Hot & Fresh Spicy Momo's,Restaurant,Momos,3.5,200.0,Viman Nagar,Pune
China Grill House,Restaurant,Chinese,0.0,350.0,Kharadi,Pune
Hotel Indrayani,Restaurant,"North Indian, Malwani",3.3,400.0,Lohegaon,Pune
Hotel Ayushman,Restaurant,"North Indian, Chinese",3.0,400.0,Lohegaon,Pune
Ifruit Ice Cream,Restaurant,"Ice Cream, Pizza, Beverages",0.0,300.0,Balewadi,Pune
Bite Me,Restaurant,Fast Food,3.7,250.0,Pimple Gurav,Pune
Hotel Gurukrupa,Restaurant,"North Indian, South Indian, Chinese, Street Food",3.1,400.0,Bibvewadi,Pune
Swaraj Indori Peshwai,Restaurant,North Indian,3.2,150.0,Katraj,Pune
Mourya Veg,Restaurant,Maharashtrian,0.0,100.0,Bibvewadi,Pune
Golden Coast,Restaurant,"Seafood, Malwani, North Indian, Chinese",3.5,700.0,Pimple Gurav,Pune
Netra Fast Food,Restaurant,"South Indian, Fast Food, Street Food",3.1,300.0,Lonavala,Pune
Cafe Pune,Restaurant,"Beverages, Fast Food",3.1,400.0,NIBM Road,Pune
Mughlai Matka,Restaurant,"Mughlai, North Indian, Chinese",3.4,600.0,NIBM Road,Pune
AM 's Cafe,Restaurant,"Chinese, Fast Food, Beverages",3.6,300.0,Salunkhe Vihar Road,Pune
Lovely Bites,Restaurant,"Fast Food, Street Food",0.0,300.0,Kharadi,Pune
Wok and Bite,Restaurant,"North Indian, Fast Food",3.2,200.0,Pimple Saudagar,Pune
Janseva Hotel,Restaurant,North Indian,3.0,200.0,Dhankawadi,Pune
City Taste,Restaurant,"Fast Food, Chinese",3.4,300.0,Dhankawadi,Pune
Aditya Chinese Centre,Restaurant,"Chinese, Rolls, Street Food",3.2,300.0,Hinjawadi,Pune
Gopu Kohapuri,Restaurant,Fast Food,0.0,200.0,Bund Garden Road,Pune
Sai Restaurant,Restaurant,"Chinese, Malwani, North Indian",0.0,500.0,Wagholi,Pune
Taru's Cakes,Restaurant,"Bakery, Desserts",0.0,350.0,Pimple Gurav,Pune
Desi Tadka,Restaurant,"North Indian, Chinese, Mughlai",3.3,500.0,Lohegaon,Pune
Cafe Sunshine,Restaurant,"Beverages, Fast Food",0.0,350.0,Hinjawadi,Pune
El Extrano,Restaurant,"Continental, Mexican",0.0,750.0,Kothrud,Pune
Moonlight Veg & Non Veg Chinese,Restaurant,"Chinese, North Indian",2.3,600.0,Kothrud,Pune
Snooker Freak Cafe,Restaurant,Fast Food,3.3,250.0,Narhe,Pune
Amara,Restaurant,"North Indian, Chinese, South Indian, Italian, Beverages, Desserts",3.4,800.0,Viman Nagar,Pune
The Real Shawarma Ji,Restaurant,"Lebanese, Fast Food, North Indian",2.9,400.0,Kondhwa,Pune
Laxmi Veg Restaurant,Restaurant,"South Indian, North Indian, Chinese",3.4,400.0,Budhwar Peth,Pune
Dawat Laziz Dum Biryani House,Restaurant,Biryani,3.2,400.0,Karve Nagar,Pune
Dwarkadhish Farsan Mart,Restaurant,Gujarati,3.7,650.0,Wakad,Pune
Manas Family Restaurant & Bar,Restaurant,"Salad, Chinese, Continental, North Indian, Italian",3.0,800.0,Bhugaon,Pune
Saras Snacks,Restaurant,"North Indian, Street Food, Beverages",3.2,450.0,Hadapsar,Pune
Baba Biryani,Restaurant,"Chinese, Biryani, North Indian",3.4,400.0,Yerawada,Pune
Dragon Palace,Restaurant,"North Indian, Chinese",3.6,700.0,Wakad,Pune
Lai Bhari Laturkar,Restaurant,"Maharashtrian, North Indian, Chinese",3.6,400.0,Pimpri,Pune
Shashwat Resto,Restaurant,"Chinese, North Indian",3.4,600.0,Hadapsar,Pune
Smriti's Hinglish Cafe,Restaurant,"Fast Food, Street Food, Beverages",3.9,500.0,FC Road,Pune
Coffee Shop - Fariyas Holiday Resort,Restaurant,"Continental, Chinese, North Indian",3.8,2000.0,Lonavala,Pune
Richie's Cake Shop,Restaurant,"Bakery, Fast Food",3.9,200.0,Bavdhan,Pune
Punjabi Junction,Restaurant,"North Indian, Mughlai, Chinese",3.5,500.0,Pimple Saudagar,Pune
Chintamani,Restaurant,"Chinese, Fast Food, North Indian, South Indian",2.6,600.0,Bibvewadi,Pune
Good Morning Sandwich Burger And Shake Center,Restaurant,"Burger, Sandwich",0.0,150.0,Hinjawadi,Pune
Prathamesh Roll House,Restaurant,"Rolls, Chinese",3.1,250.0,Talegaon,Pune
Lucky Restaurant,Restaurant,"North Indian, Chinese",3.7,1000.0,Hinjawadi,Pune
Punjabi Chulha,Restaurant,North Indian,2.4,400.0,KP and Kalyani,Pune
Aroha Pizza Cafe,Restaurant,Fast Food,3.5,300.0,Katraj,Pune
Reddy's Biryani House,Restaurant,"Biryani, North Indian",3.4,500.0,Baner,Pune
Nagpuri Saoji Special Restaurant,Restaurant,North Indian,3.1,300.0,Wakad,Pune
Hotel Khandesh,Restaurant,Maharashtrian,3.5,300.0,Pashan,Pune
Chal Kuch Khaate,Restaurant,"North Indian, Chinese, Fast Food",3.6,500.0,Kothrud,Pune
